"","votereg","age","female","nohighschool","collegeorhigher","nonwhite","married","employed","republican","democrat","independent","partisanship","impeach"
"460",1,47,1,0,1,0,1,1,1,0,0,"Republican",0
"461",1,65,1,0,1,0,0,0,0,0,1,"Independent",0
"462",1,36,0,0,1,0,1,0,0,1,0,"Democrat",1
"463",1,62,1,0,1,0,0,0,1,0,0,"Republican",0
"464",1,32,0,0,1,0,1,0,0,0,1,"Independent",0
"465",1,63,0,0,1,0,1,1,0,1,0,"Democrat",1
"466",1,49,1,0,1,0,0,0,0,0,1,"Independent",0
"467",1,37,1,0,1,0,1,1,0,1,0,"Democrat",0
"468",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"469",1,50,1,0,0,0,1,1,0,0,1,"Independent",0
"470",1,61,1,0,1,0,1,1,1,0,0,"Republican",0
"471",1,62,0,0,1,0,1,1,1,0,0,"Republican",0
"472",1,73,1,0,1,0,1,0,0,1,0,"Democrat",1
"473",1,82,1,0,1,0,1,1,0,1,0,"Democrat",1
"474",1,35,1,0,1,0,1,1,0,1,0,"Democrat",1
"475",0,61,1,0,0,0,1,0,1,0,0,"Republican",0
"476",1,30,1,0,1,0,1,1,1,0,0,"Republican",1
"477",1,71,0,0,1,0,1,0,0,0,1,"Independent",0
"478",1,41,0,0,1,0,1,1,1,0,0,"Republican",0
"479",1,51,1,0,1,0,1,1,0,1,0,"Democrat",1
"480",1,53,0,0,1,0,0,1,0,0,1,"Independent",0
"481",1,57,0,0,1,0,1,1,1,0,0,"Republican",0
"482",1,72,0,0,1,0,0,0,0,0,1,"Independent",0
"483",1,52,1,0,1,0,0,0,1,0,0,"Republican",0
"484",1,53,1,0,1,1,1,1,1,0,0,"Republican",0
"486",1,58,0,0,1,0,1,0,1,0,0,"Republican",0
"487",1,65,0,0,0,0,1,1,1,0,0,"Republican",0
"488",1,53,1,0,1,0,1,0,0,0,1,"Independent",1
"489",1,54,0,0,1,0,1,1,1,0,0,"Republican",0
"490",1,65,1,0,1,0,0,0,1,0,0,"Republican",0
"491",0,74,1,0,0,0,0,0,1,0,0,"Republican",0
"492",1,64,1,0,0,0,1,1,1,0,0,"Republican",0
"493",1,59,1,0,1,1,1,1,0,1,0,"Democrat",1
"494",1,67,0,0,1,0,1,0,0,0,1,"Independent",0
"495",1,39,0,0,1,1,1,1,0,0,1,"Independent",1
"496",1,59,1,0,1,0,0,0,1,0,0,"Republican",0
"497",1,42,0,0,1,0,0,1,0,0,1,"Independent",1
"498",1,56,0,0,1,0,1,0,0,0,1,"Independent",1
"499",1,44,1,0,1,1,1,1,0,1,0,"Democrat",1
"500",1,29,0,0,1,1,1,1,0,1,0,"Democrat",1
"501",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"502",1,36,0,0,1,0,0,1,1,0,0,"Republican",0
"503",1,56,1,0,1,0,1,1,0,1,0,"Democrat",1
"504",1,61,0,0,1,0,1,1,0,0,1,"Independent",1
"505",1,63,0,0,1,0,1,0,0,0,1,"Independent",0
"506",1,50,1,0,1,0,0,0,0,1,0,"Democrat",1
"507",1,55,1,0,0,0,0,1,1,0,0,"Republican",0
"508",1,57,0,0,1,0,1,0,1,0,0,"Republican",1
"509",1,77,1,0,1,0,0,0,1,0,0,"Republican",0
"510",1,62,1,0,1,0,1,1,0,0,1,"Independent",1
"511",1,73,0,1,0,1,0,0,0,1,0,"Democrat",1
"512",1,46,0,0,1,0,0,1,0,0,1,"Independent",0
"513",1,65,0,0,1,0,1,0,0,0,1,"Independent",1
"514",1,21,1,0,1,0,0,0,0,1,0,"Democrat",1
"515",1,33,0,0,1,1,1,1,1,0,0,"Republican",1
"516",1,54,1,0,1,0,1,1,0,1,0,"Democrat",1
"517",1,51,0,0,1,0,1,1,0,0,1,"Independent",1
"518",1,60,0,0,1,0,1,0,1,0,0,"Republican",0
"519",1,67,1,0,1,0,1,0,1,0,0,"Republican",0
"520",1,31,0,0,1,0,0,1,0,1,0,"Democrat",0
"521",1,29,0,0,1,0,1,1,0,1,0,"Democrat",1
"522",1,66,0,0,1,0,0,1,0,1,0,"Democrat",1
"523",1,64,0,0,1,0,0,1,0,0,1,"Independent",1
"524",1,26,1,0,1,1,0,1,0,1,0,"Democrat",1
"525",1,50,0,0,1,0,0,0,0,1,0,"Democrat",0
"526",1,54,1,0,1,0,1,1,1,0,0,"Republican",0
"527",1,58,0,0,1,0,1,0,1,0,0,"Republican",0
"528",1,35,0,0,1,0,1,1,0,1,0,"Democrat",0
"529",1,47,0,0,1,1,1,0,0,0,1,"Independent",1
"530",1,64,0,0,1,1,0,0,0,0,1,"Independent",1
"532",1,62,0,0,1,0,1,1,0,0,1,"Independent",0
"533",1,57,0,0,1,0,1,1,0,0,1,"Independent",0
"534",0,58,0,0,1,1,1,1,0,1,0,"Democrat",1
"535",1,23,1,0,1,1,0,1,0,1,0,"Democrat",1
"536",1,53,0,0,1,0,1,1,0,1,0,"Democrat",1
"537",0,63,1,0,1,0,0,0,1,0,0,"Republican",0
"538",1,55,1,0,1,0,1,1,1,0,0,"Republican",0
"539",1,59,0,0,1,0,0,0,0,0,1,"Independent",0
"540",1,56,0,0,1,0,0,1,0,0,1,"Independent",1
"541",1,40,1,0,1,0,1,1,1,0,0,"Republican",0
"542",1,75,1,0,1,0,0,0,1,0,0,"Republican",0
"543",1,64,0,0,1,0,0,1,0,1,0,"Democrat",1
"544",1,52,0,0,1,0,1,0,0,0,1,"Independent",0
"545",1,62,1,0,1,0,0,1,1,0,0,"Republican",0
"546",1,61,1,0,1,0,1,0,0,1,0,"Democrat",1
"547",1,68,1,0,1,0,1,0,0,1,0,"Democrat",1
"548",1,64,1,0,0,0,1,1,1,0,0,"Republican",0
"549",1,25,1,0,1,1,1,0,1,0,0,"Republican",0
"550",1,56,0,0,1,0,1,0,1,0,0,"Republican",0
"551",0,53,1,0,1,0,0,1,1,0,0,"Republican",0
"552",1,69,1,0,1,0,1,0,0,0,1,"Independent",1
"553",1,64,0,0,1,0,0,1,1,0,0,"Republican",0
"554",1,30,1,0,1,0,1,1,1,0,0,"Republican",0
"555",1,54,0,0,1,1,0,1,0,1,0,"Democrat",1
"556",1,45,0,0,1,0,1,1,0,1,0,"Democrat",1
"557",1,71,1,0,1,1,1,0,1,0,0,"Republican",0
"558",1,62,1,0,1,0,0,0,0,0,1,"Independent",1
"560",1,57,1,0,1,0,0,1,0,1,0,"Democrat",1
"561",1,64,1,0,1,0,0,0,0,0,1,"Independent",0
"562",1,32,0,0,1,0,0,1,0,1,0,"Democrat",1
"563",0,27,1,0,0,0,0,1,0,0,1,"Independent",0
"564",1,80,1,0,1,0,0,1,0,1,0,"Democrat",1
"565",1,58,1,0,1,0,1,0,1,0,0,"Republican",0
"566",1,52,0,0,1,0,0,1,0,0,1,"Independent",0
"567",1,67,0,0,0,0,1,0,1,0,0,"Republican",0
"568",1,77,1,0,1,0,1,0,1,0,0,"Republican",0
"569",1,63,0,0,1,0,1,1,1,0,0,"Republican",0
"570",1,71,1,0,1,0,1,0,0,0,1,"Independent",0
"571",1,25,0,0,1,0,1,1,1,0,0,"Republican",0
"572",1,34,0,0,1,0,1,0,0,0,1,"Independent",1
"573",1,33,0,0,1,0,1,1,0,1,0,"Democrat",1
"574",1,65,0,0,1,0,0,1,0,0,1,"Independent",0
"575",1,63,1,0,1,0,1,1,1,0,0,"Republican",0
"576",1,42,1,0,1,1,1,1,0,1,0,"Democrat",0
"577",1,69,1,0,1,0,0,0,0,1,0,"Democrat",1
"578",1,34,1,0,1,0,0,1,0,1,0,"Democrat",1
"579",1,70,1,0,1,0,0,1,1,0,0,"Republican",0
"580",1,51,0,0,1,0,1,1,0,1,0,"Democrat",1
"581",1,69,1,0,1,0,1,0,0,0,1,"Independent",0
"582",1,58,1,0,0,0,1,1,1,0,0,"Republican",0
"583",1,73,0,0,0,0,0,0,0,0,1,"Independent",1
"584",1,55,0,0,1,0,1,1,0,1,0,"Democrat",1
"585",1,78,1,0,1,0,0,0,1,0,0,"Republican",0
"586",1,60,1,0,1,0,1,1,0,1,0,"Democrat",1
"587",1,68,1,0,1,0,0,1,0,1,0,"Democrat",1
"589",1,63,1,0,1,0,0,0,1,0,0,"Republican",0
"591",1,62,1,0,1,0,0,0,0,1,0,"Democrat",1
"592",1,40,0,0,1,0,1,1,0,1,0,"Democrat",1
"593",1,72,0,0,1,0,0,0,0,0,1,"Independent",0
"594",1,47,0,1,0,0,0,0,1,0,0,"Republican",0
"595",1,52,0,0,1,0,1,1,1,0,0,"Republican",0
"596",1,62,1,0,1,0,1,1,0,0,1,"Independent",0
"597",1,60,1,0,1,0,1,1,1,0,0,"Republican",1
"598",1,79,0,0,1,0,1,0,1,0,0,"Republican",0
"599",1,54,0,0,0,0,1,1,1,0,0,"Republican",0
"600",1,63,1,0,1,0,1,0,0,0,1,"Independent",1
"601",1,54,1,0,1,0,1,1,1,0,0,"Republican",0
"602",1,59,0,0,1,0,1,1,0,0,1,"Independent",1
"603",1,73,0,0,1,0,1,1,1,0,0,"Republican",0
"604",1,71,1,0,1,0,0,0,1,0,0,"Republican",0
"605",1,51,1,0,1,0,0,1,0,1,0,"Democrat",1
"606",1,61,1,0,0,0,0,0,0,1,0,"Democrat",1
"607",0,64,0,0,1,0,0,0,1,0,0,"Republican",0
"608",1,69,0,0,1,0,1,0,0,1,0,"Democrat",1
"609",1,78,1,0,1,0,0,0,1,0,0,"Republican",0
"610",1,63,1,0,1,0,1,1,0,0,1,"Independent",0
"611",1,54,1,0,0,0,1,0,0,1,0,"Democrat",1
"612",1,62,1,0,1,0,1,0,0,1,0,"Democrat",1
"613",1,58,1,0,1,0,0,1,1,0,0,"Republican",0
"614",1,50,1,0,1,0,1,0,1,0,0,"Republican",0
"615",1,54,1,0,1,0,0,0,0,1,0,"Democrat",1
"616",1,50,1,0,1,0,1,1,0,1,0,"Democrat",1
"617",1,77,0,0,1,0,1,0,1,0,0,"Republican",1
"618",1,80,0,0,1,0,1,0,1,0,0,"Republican",0
"619",1,33,1,0,1,0,1,1,1,0,0,"Republican",0
"620",1,40,0,0,1,0,1,1,1,0,0,"Republican",1
"622",1,35,1,0,1,0,0,1,0,0,1,"Independent",1
"623",1,42,0,0,1,0,0,1,0,1,0,"Democrat",0
"624",1,49,1,0,1,0,1,1,0,1,0,"Democrat",1
"625",1,66,1,0,1,0,1,0,1,0,0,"Republican",0
"626",1,57,1,0,1,1,1,0,0,1,0,"Democrat",1
"627",1,47,1,0,1,0,1,1,1,0,0,"Republican",1
"628",1,66,0,0,0,0,1,0,1,0,0,"Republican",0
"629",1,32,1,0,1,0,1,0,0,1,0,"Democrat",0
"630",1,58,0,0,0,0,0,0,0,0,1,"Independent",0
"631",1,70,1,0,1,0,1,0,0,1,0,"Democrat",1
"632",1,39,1,0,1,0,1,1,0,0,1,"Independent",0
"633",1,57,1,0,1,0,1,1,1,0,0,"Republican",0
"634",1,83,0,0,1,0,1,1,1,0,0,"Republican",0
"635",1,73,1,0,1,0,1,0,0,0,1,"Independent",1
"636",1,62,1,0,1,0,1,0,0,1,0,"Democrat",1
"637",1,31,0,0,1,0,0,0,1,0,0,"Republican",0
"638",1,54,1,0,1,0,1,1,0,1,0,"Democrat",1
"639",1,48,1,0,1,0,0,0,0,0,1,"Independent",0
"640",1,29,0,0,1,0,0,1,0,0,1,"Independent",0
"641",1,71,1,0,1,0,1,0,0,0,1,"Independent",0
"642",1,47,0,0,1,1,1,1,0,0,1,"Independent",0
"643",1,65,1,0,1,0,0,0,0,0,1,"Independent",0
"645",1,58,0,0,1,0,1,1,1,0,0,"Republican",0
"646",1,74,0,0,1,1,0,0,0,1,0,"Democrat",1
"648",1,63,1,0,1,0,1,0,0,1,0,"Democrat",1
"649",1,72,1,0,1,0,1,1,0,1,0,"Democrat",1
"650",1,59,1,0,1,0,0,1,0,1,0,"Democrat",1
"651",1,65,1,0,1,0,0,0,0,1,0,"Democrat",1
"652",1,52,1,0,1,0,1,1,1,0,0,"Republican",0
"653",1,38,0,0,1,0,0,0,0,0,1,"Independent",1
"656",1,69,0,0,1,0,1,0,1,0,0,"Republican",0
"657",1,51,0,0,1,0,0,0,0,0,1,"Independent",1
"658",1,37,0,0,1,1,0,1,0,0,1,"Independent",0
"659",1,44,0,0,0,0,0,0,0,1,0,"Democrat",1
"660",1,62,0,0,1,0,1,1,1,0,0,"Republican",0
"661",1,82,1,0,1,0,1,0,0,1,0,"Democrat",1
"662",1,44,1,0,1,0,0,1,0,1,0,"Democrat",1
"664",1,61,1,0,1,0,0,0,0,1,0,"Democrat",1
"665",1,46,1,0,1,0,1,1,1,0,0,"Republican",0
"667",1,55,1,0,1,1,1,1,0,1,0,"Democrat",1
"668",1,32,0,0,1,0,0,1,1,0,0,"Republican",0
"669",1,68,0,1,0,0,1,0,0,1,0,"Democrat",1
"670",0,40,0,0,1,0,0,0,0,0,1,"Independent",0
"671",1,51,1,0,0,0,0,0,0,1,0,"Democrat",1
"672",1,67,0,0,1,0,1,0,0,1,0,"Democrat",1
"673",1,57,1,0,1,0,1,1,0,1,0,"Democrat",1
"674",1,54,0,0,1,0,1,1,0,1,0,"Democrat",1
"675",1,45,1,0,1,0,1,1,1,0,0,"Republican",1
"676",1,60,1,0,1,0,1,1,0,0,1,"Independent",0
"677",1,30,0,0,1,0,1,1,1,0,0,"Republican",0
"678",1,29,1,0,1,0,0,0,0,0,1,"Independent",1
"680",1,55,0,0,1,0,1,0,0,1,0,"Democrat",1
"681",1,68,0,0,1,1,0,0,0,1,0,"Democrat",1
"682",1,64,1,0,1,0,1,0,0,1,0,"Democrat",1
"683",1,38,1,0,1,0,0,1,0,0,1,"Independent",1
"684",1,37,1,0,1,1,1,1,0,1,0,"Democrat",1
"685",1,32,0,0,1,0,1,1,0,0,1,"Independent",1
"686",1,51,0,0,1,0,1,1,0,0,1,"Independent",0
"687",0,41,1,0,1,0,0,1,0,0,1,"Independent",0
"688",1,77,0,0,1,0,0,0,1,0,0,"Republican",0
"689",1,46,1,0,1,0,1,1,1,0,0,"Republican",0
"690",1,58,1,0,1,0,0,1,0,0,1,"Independent",0
"691",1,62,1,0,1,0,1,0,0,0,1,"Independent",0
"692",1,54,0,0,1,0,1,1,0,0,1,"Independent",0
"693",1,75,1,0,0,0,1,0,0,1,0,"Democrat",1
"694",1,57,0,0,0,0,1,1,1,0,0,"Republican",0
"695",1,57,1,0,0,0,0,1,1,0,0,"Republican",0
"696",1,57,0,0,1,0,1,1,1,0,0,"Republican",0
"697",1,65,0,0,1,1,1,0,0,0,1,"Independent",0
"698",1,19,1,0,1,1,0,0,0,1,0,"Democrat",1
"699",1,38,1,0,1,1,1,0,0,1,0,"Democrat",1
"700",1,30,0,0,1,1,1,1,0,0,1,"Independent",0
"701",1,22,0,0,1,0,0,0,0,1,0,"Democrat",1
"702",1,65,0,0,1,0,1,1,1,0,0,"Republican",0
"703",1,65,1,0,1,0,0,0,0,1,0,"Democrat",1
"704",1,63,0,0,1,0,1,1,1,0,0,"Republican",0
"705",1,53,0,0,1,0,0,0,0,1,0,"Democrat",1
"707",1,63,1,0,1,0,0,0,0,1,0,"Democrat",1
"708",1,39,0,0,1,1,1,0,0,0,1,"Independent",1
"709",1,34,0,0,1,1,1,1,1,0,0,"Republican",1
"710",1,62,1,0,1,0,1,1,0,0,1,"Independent",1
"711",1,69,0,0,1,0,1,1,0,1,0,"Democrat",1
"712",1,73,1,0,1,0,1,0,0,0,1,"Independent",0
"713",1,68,1,0,1,0,0,1,0,1,0,"Democrat",1
"714",1,34,1,0,1,0,0,1,1,0,0,"Republican",1
"716",1,24,0,0,1,0,0,1,0,1,0,"Democrat",1
"718",1,43,1,0,1,0,0,1,1,0,0,"Republican",0
"719",1,52,1,0,1,0,0,0,0,0,1,"Independent",1
"721",1,66,1,0,1,0,1,0,1,0,0,"Republican",0
"722",1,57,0,0,1,0,0,1,0,0,1,"Independent",1
"723",1,71,0,0,1,0,1,0,0,1,0,"Democrat",1
"724",1,52,0,0,1,0,0,1,1,0,0,"Republican",0
"725",1,69,0,0,1,1,1,0,0,1,0,"Democrat",1
"726",1,61,1,0,1,0,1,0,1,0,0,"Republican",0
"727",1,66,0,0,1,0,1,0,1,0,0,"Republican",0
"728",1,65,0,0,1,0,0,1,0,0,1,"Independent",0
"729",1,64,1,0,0,0,0,1,1,0,0,"Republican",0
"731",1,60,0,0,0,0,0,1,1,0,0,"Republican",0
"732",1,73,1,0,1,0,0,0,1,0,0,"Republican",0
"733",1,72,1,0,1,0,1,0,0,1,0,"Democrat",1
"734",1,29,1,0,1,0,0,1,0,1,0,"Democrat",1
"735",1,35,0,0,1,0,0,0,0,0,1,"Independent",1
"736",1,63,0,0,1,0,1,1,0,1,0,"Democrat",1
"737",1,55,0,0,1,0,1,0,0,1,0,"Democrat",1
"738",1,52,1,0,1,0,0,1,0,0,1,"Independent",0
"739",1,66,1,0,1,0,0,1,0,1,0,"Democrat",1
"741",1,77,1,0,1,0,0,0,0,0,1,"Independent",0
"742",1,60,0,0,0,0,1,1,1,0,0,"Republican",0
"743",1,63,1,0,1,0,1,0,1,0,0,"Republican",0
"744",1,81,1,0,0,0,0,0,1,0,0,"Republican",0
"745",1,71,1,0,1,0,0,1,0,0,1,"Independent",1
"746",1,70,1,0,1,0,0,1,0,1,0,"Democrat",1
"747",1,28,0,0,1,0,1,0,0,1,0,"Democrat",0
"748",1,67,0,0,1,1,1,0,0,0,1,"Independent",1
"749",1,50,0,0,1,0,1,1,1,0,0,"Republican",0
"750",1,52,1,0,0,0,1,1,0,0,1,"Independent",0
"751",1,75,0,0,1,0,0,1,0,0,1,"Independent",0
"752",1,64,1,0,1,0,1,1,0,0,1,"Independent",0
"753",1,56,1,1,0,0,1,0,0,1,0,"Democrat",1
"754",0,24,1,0,1,1,0,0,0,0,1,"Independent",1
"755",1,42,1,0,1,0,1,0,1,0,0,"Republican",0
"756",1,29,1,0,1,0,0,0,0,1,0,"Democrat",1
"757",1,37,0,0,1,1,1,0,1,0,0,"Republican",0
"758",1,27,0,0,1,0,0,0,0,1,0,"Democrat",1
"759",1,69,0,0,1,0,1,0,0,0,1,"Independent",0
"760",1,53,0,0,1,0,1,1,0,0,1,"Independent",1
"761",1,27,1,0,1,0,0,1,0,1,0,"Democrat",1
"762",1,75,1,0,1,0,1,0,0,1,0,"Democrat",1
"763",1,70,1,0,1,0,1,0,0,0,1,"Independent",1
"764",1,59,0,0,1,0,0,0,1,0,0,"Republican",0
"765",0,45,1,0,1,0,0,1,0,1,0,"Democrat",0
"766",1,61,1,0,1,0,1,1,1,0,0,"Republican",0
"767",1,46,0,0,1,1,1,1,0,0,1,"Independent",0
"768",1,42,0,0,0,0,0,1,1,0,0,"Republican",0
"769",1,35,1,0,1,0,1,1,0,0,1,"Independent",1
"770",1,25,1,0,1,0,0,1,1,0,0,"Republican",0
"771",1,32,0,0,1,0,0,0,0,0,1,"Independent",1
"772",1,40,0,0,1,0,0,1,0,1,0,"Democrat",1
"773",1,32,1,0,1,0,1,0,1,0,0,"Republican",0
"774",1,57,1,0,1,0,0,0,0,1,0,"Democrat",1
"775",1,65,0,0,1,0,1,1,1,0,0,"Republican",0
"776",1,57,0,0,1,1,0,0,0,1,0,"Democrat",1
"777",1,66,0,0,1,0,1,0,1,0,0,"Republican",0
"778",1,65,0,0,1,0,1,1,0,0,1,"Independent",0
"779",1,52,1,0,1,0,1,1,0,1,0,"Democrat",1
"780",1,77,1,0,0,0,1,0,1,0,0,"Republican",0
"781",0,19,1,1,0,1,0,0,0,0,1,"Independent",1
"782",1,48,1,0,1,0,1,1,1,0,0,"Republican",0
"783",1,63,1,0,1,0,0,1,0,1,0,"Democrat",0
"784",1,53,0,0,1,0,0,0,1,0,0,"Republican",0
"785",1,77,0,0,1,0,1,0,1,0,0,"Republican",0
"786",1,34,1,0,1,0,1,1,1,0,0,"Republican",0
"787",1,59,1,0,1,1,0,0,0,0,1,"Independent",1
"788",1,41,1,0,1,1,0,1,0,0,1,"Independent",1
"789",1,68,0,0,0,1,1,0,0,1,0,"Democrat",0
"790",1,22,0,0,1,0,0,0,0,0,1,"Independent",1
"791",1,59,0,0,0,0,1,1,0,1,0,"Democrat",1
"792",1,43,1,0,1,0,0,1,0,1,0,"Democrat",1
"793",1,28,0,0,1,0,0,1,0,1,0,"Democrat",0
"794",1,71,1,0,1,0,0,0,0,1,0,"Democrat",1
"795",1,62,1,0,1,0,0,1,1,0,0,"Republican",0
"796",1,48,1,0,0,0,1,1,1,0,0,"Republican",0
"797",0,34,1,0,0,0,1,0,1,0,0,"Republican",0
"798",1,37,1,0,1,0,1,1,0,0,1,"Independent",1
"799",1,63,1,0,1,0,1,1,0,1,0,"Democrat",1
"800",1,63,1,0,1,0,1,0,1,0,0,"Republican",0
"803",1,74,0,0,1,0,1,0,0,0,1,"Independent",0
"804",1,36,1,0,1,0,0,1,1,0,0,"Republican",0
"806",1,39,0,0,1,0,0,1,0,1,0,"Democrat",1
"807",1,68,0,0,1,0,1,1,1,0,0,"Republican",0
"808",1,79,1,0,1,0,0,0,0,1,0,"Democrat",1
"809",1,76,0,0,1,0,1,0,0,1,0,"Democrat",1
"810",1,80,1,0,0,0,1,0,1,0,0,"Republican",0
"811",1,68,1,0,1,0,0,0,0,1,0,"Democrat",1
"812",1,65,0,0,1,0,1,1,0,1,0,"Democrat",1
"813",1,51,1,0,1,0,1,0,1,0,0,"Republican",0
"814",1,58,1,0,1,1,1,1,0,1,0,"Democrat",1
"815",1,52,1,0,1,0,0,0,0,1,0,"Democrat",1
"816",1,67,1,0,1,1,0,1,0,1,0,"Democrat",1
"817",1,68,1,0,1,0,1,0,0,0,1,"Independent",0
"818",1,72,0,0,1,0,0,0,0,0,1,"Independent",1
"819",1,31,0,0,1,0,0,1,0,1,0,"Democrat",1
"820",1,39,0,1,0,1,1,1,0,1,0,"Democrat",1
"821",1,66,0,0,1,0,1,0,0,0,1,"Independent",1
"822",1,31,1,0,1,0,1,1,1,0,0,"Republican",1
"823",1,71,1,0,1,0,0,0,1,0,0,"Republican",0
"824",1,45,1,0,1,0,0,1,0,1,0,"Democrat",0
"825",1,44,0,0,1,0,0,1,1,0,0,"Republican",0
"826",1,48,1,0,1,0,1,1,1,0,0,"Republican",1
"827",1,72,0,0,1,0,1,0,0,0,1,"Independent",0
"828",1,71,1,0,1,0,1,1,1,0,0,"Republican",0
"829",1,65,0,0,1,1,1,1,0,1,0,"Democrat",1
"830",1,65,0,0,1,1,1,1,0,0,1,"Independent",0
"831",1,31,0,0,1,0,1,1,0,0,1,"Independent",0
"832",1,68,0,0,1,0,0,0,0,0,1,"Independent",1
"834",1,71,1,0,1,0,1,0,0,1,0,"Democrat",1
"835",1,46,1,0,1,1,0,0,0,0,1,"Independent",1
"836",1,66,0,0,1,1,0,1,0,1,0,"Democrat",1
"837",1,27,1,0,1,0,1,1,1,0,0,"Republican",0
"838",1,79,0,0,1,0,1,0,0,0,1,"Independent",1
"839",1,30,0,0,1,0,1,1,0,1,0,"Democrat",1
"840",1,56,0,0,1,1,0,1,0,1,0,"Democrat",1
"841",1,34,0,0,1,0,0,1,0,1,0,"Democrat",1
"842",1,52,0,0,1,0,0,1,1,0,0,"Republican",0
"843",1,34,0,0,1,0,1,1,0,0,1,"Independent",0
"844",1,58,1,0,1,1,1,0,0,1,0,"Democrat",1
"845",1,51,1,0,0,0,1,0,1,0,0,"Republican",0
"846",1,81,1,0,1,0,1,0,0,1,0,"Democrat",1
"847",1,48,1,0,1,0,1,0,1,0,0,"Republican",0
"848",1,49,1,0,1,0,1,0,1,0,0,"Republican",0
"849",1,34,0,0,1,0,0,1,1,0,0,"Republican",0
"850",1,75,0,0,1,1,1,1,1,0,0,"Republican",0
"851",0,21,0,0,1,0,0,0,0,0,1,"Independent",0
"852",1,57,0,0,0,0,1,1,1,0,0,"Republican",0
"853",1,45,1,0,1,1,0,1,0,0,1,"Independent",0
"854",1,48,1,0,1,0,1,1,1,0,0,"Republican",0
"856",1,66,1,0,1,1,1,0,1,0,0,"Republican",0
"857",0,25,1,0,0,1,0,1,0,1,0,"Democrat",1
"858",0,46,1,0,1,1,1,1,0,0,1,"Independent",0
"859",1,65,0,0,1,0,1,0,1,0,0,"Republican",0
"860",1,72,0,0,1,0,1,0,0,0,1,"Independent",1
"861",1,65,1,0,1,0,1,0,1,0,0,"Republican",0
"862",1,32,1,0,1,0,1,1,0,1,0,"Democrat",1
"863",0,61,1,0,1,0,1,0,0,0,1,"Independent",0
"865",1,67,0,0,1,0,1,0,0,1,0,"Democrat",0
"866",1,67,1,0,1,0,1,1,1,0,0,"Republican",0
"867",1,32,1,0,0,0,0,1,1,0,0,"Republican",1
"868",1,67,1,0,1,1,1,0,0,0,1,"Independent",0
"869",1,68,1,0,1,1,0,1,0,1,0,"Democrat",1
"870",1,71,0,0,1,1,1,0,0,1,0,"Democrat",1
"871",1,68,1,0,1,0,1,1,1,0,0,"Republican",0
"872",1,68,0,0,1,0,1,0,0,1,0,"Democrat",1
"873",1,66,0,0,1,1,1,0,1,0,0,"Republican",1
"874",1,28,0,0,1,0,0,1,0,0,1,"Independent",0
"875",1,65,0,0,1,0,0,0,0,1,0,"Democrat",1
"876",1,71,1,0,1,0,0,0,0,1,0,"Democrat",0
"877",1,53,1,0,1,1,1,1,0,1,0,"Democrat",0
"878",1,77,1,0,1,0,0,0,0,1,0,"Democrat",1
"879",1,75,0,0,1,0,1,0,1,0,0,"Republican",0
"880",1,76,0,0,1,0,0,0,0,1,0,"Democrat",1
"881",0,54,1,0,0,1,0,0,0,0,1,"Independent",1
"882",1,48,1,0,0,0,1,1,1,0,0,"Republican",0
"883",1,68,1,0,1,0,0,0,0,1,0,"Democrat",1
"884",1,62,1,0,1,0,1,0,0,1,0,"Democrat",1
"885",1,61,0,0,1,1,0,0,0,1,0,"Democrat",1
"886",1,69,0,0,1,0,1,1,0,0,1,"Independent",0
"887",1,63,1,0,1,0,0,1,1,0,0,"Republican",0
"888",1,71,1,0,0,0,1,0,1,0,0,"Republican",0
"889",1,63,1,0,1,0,0,0,0,0,1,"Independent",1
"890",1,76,1,0,0,0,0,0,1,0,0,"Republican",0
"892",1,69,1,0,1,0,0,0,0,0,1,"Independent",0
"893",1,66,0,0,1,1,1,0,0,1,0,"Democrat",1
"894",1,58,0,0,1,0,0,0,1,0,0,"Republican",0
"895",1,45,1,0,1,0,1,1,0,1,0,"Democrat",1
"896",1,54,0,0,1,1,0,1,0,1,0,"Democrat",1
"897",1,70,0,0,1,0,1,0,1,0,0,"Republican",0
"898",1,64,1,0,1,1,0,1,0,1,0,"Democrat",1
"899",1,51,1,0,1,0,0,0,0,0,1,"Independent",1
"901",1,73,1,0,1,0,0,0,0,1,0,"Democrat",1
"902",1,61,1,0,1,0,0,1,1,0,0,"Republican",0
"903",1,76,0,0,1,1,1,0,0,0,1,"Independent",1
"904",1,60,1,0,1,1,1,1,0,0,1,"Independent",0
"905",1,57,1,0,1,0,0,1,1,0,0,"Republican",0
"906",1,67,1,0,1,0,0,0,0,1,0,"Democrat",1
"907",1,63,1,0,1,0,0,1,0,1,0,"Democrat",1
"908",1,75,0,0,1,0,1,0,0,0,1,"Independent",0
"909",1,68,1,0,1,0,1,0,0,0,1,"Independent",1
"910",1,66,1,0,1,0,0,0,0,1,0,"Democrat",1
"911",1,61,1,0,1,0,1,1,0,0,1,"Independent",0
"912",1,52,0,0,1,0,1,1,0,1,0,"Democrat",1
"913",1,52,0,0,1,1,0,1,0,0,1,"Independent",0
"914",1,71,0,0,1,0,1,0,0,0,1,"Independent",0
"915",1,47,0,0,1,1,0,1,0,1,0,"Democrat",1
"916",1,47,1,0,1,1,1,1,1,0,0,"Republican",0
