"","votereg","age","female","nohighschool","collegeorhigher","nonwhite","married","employed","republican","democrat","independent","partisanship","impeach"
"1",1,61,0,0,0,1,1,1,1,0,0,"Republican",0
"2",1,68,0,0,1,0,1,0,0,1,0,"Democrat",1
"3",1,51,1,0,1,0,1,0,0,1,0,"Democrat",1
"4",1,74,1,0,1,0,0,1,0,0,1,"Independent",1
"5",1,48,0,0,1,0,1,1,1,0,0,"Republican",0
"6",1,46,1,0,1,1,0,0,0,0,1,"Independent",1
"7",1,63,1,0,1,0,0,0,0,1,0,"Democrat",1
"8",1,59,0,0,1,0,1,1,1,0,0,"Republican",0
"9",1,69,1,0,1,0,0,0,1,0,0,"Republican",0
"10",1,32,0,0,1,1,0,1,0,1,0,"Democrat",0
"11",1,56,1,0,1,0,0,1,0,0,1,"Independent",1
"12",1,35,0,0,1,0,1,1,0,1,0,"Democrat",1
"13",1,41,1,0,1,0,1,1,0,1,0,"Democrat",1
"14",1,49,1,0,1,1,0,1,0,0,1,"Independent",1
"15",1,47,1,0,1,0,0,1,1,0,0,"Republican",0
"16",1,39,0,0,1,0,1,1,0,0,1,"Independent",1
"17",1,30,0,0,1,0,1,1,0,0,1,"Independent",1
"18",1,32,1,0,1,0,1,1,1,0,0,"Republican",0
"19",1,65,1,0,1,0,1,0,0,1,0,"Democrat",1
"21",1,39,0,0,1,0,0,0,0,0,1,"Independent",1
"22",1,62,0,0,1,0,0,0,1,0,0,"Republican",0
"23",0,65,1,1,0,0,1,0,0,1,0,"Democrat",0
"24",1,33,1,0,1,1,1,1,0,1,0,"Democrat",0
"25",1,37,1,0,1,0,0,1,0,1,0,"Democrat",1
"26",1,51,1,0,1,0,1,0,1,0,0,"Republican",0
"27",1,82,0,0,1,0,1,0,1,0,0,"Republican",0
"28",1,56,0,0,0,0,1,0,1,0,0,"Republican",0
"29",1,48,1,0,1,0,1,1,0,1,0,"Democrat",1
"30",1,79,1,0,1,0,0,0,0,1,0,"Democrat",1
"31",0,57,1,0,0,1,0,0,0,0,1,"Independent",0
"32",1,72,1,0,1,0,1,0,1,0,0,"Republican",0
"33",1,74,1,0,1,0,1,0,0,1,0,"Democrat",1
"34",1,52,0,0,1,0,1,1,1,0,0,"Republican",0
"35",1,79,1,0,1,0,1,0,0,0,1,"Independent",0
"36",1,39,1,0,0,0,1,1,0,1,0,"Democrat",1
"37",1,36,0,0,1,0,1,1,1,0,0,"Republican",0
"38",1,54,0,0,1,0,1,1,0,0,1,"Independent",0
"39",1,29,0,0,1,0,1,1,0,1,0,"Democrat",1
"40",1,64,1,0,1,0,1,0,1,0,0,"Republican",0
"41",1,27,1,0,1,0,1,0,1,0,0,"Republican",0
"42",1,80,0,0,1,0,1,0,1,0,0,"Republican",0
"43",1,34,1,0,1,0,1,1,0,0,1,"Independent",0
"44",1,40,1,0,1,0,1,1,0,1,0,"Democrat",1
"45",1,56,1,0,1,0,1,1,0,0,1,"Independent",0
"46",1,55,1,0,1,0,1,1,0,1,0,"Democrat",1
"47",1,62,1,0,1,0,0,1,0,1,0,"Democrat",1
"48",1,62,0,0,1,0,1,1,0,0,1,"Independent",0
"49",1,42,1,0,1,0,0,1,0,0,1,"Independent",0
"50",1,40,0,0,1,0,1,1,1,0,0,"Republican",0
"51",1,64,1,0,1,0,1,1,0,1,0,"Democrat",1
"52",1,57,1,0,1,1,0,0,0,1,0,"Democrat",1
"53",1,64,0,0,1,0,0,0,0,0,1,"Independent",1
"54",1,43,0,0,1,0,1,1,0,1,0,"Democrat",1
"55",1,39,0,0,0,0,1,1,0,1,0,"Democrat",1
"56",1,47,1,0,1,0,0,0,0,0,1,"Independent",0
"57",1,61,0,0,1,1,1,0,0,0,1,"Independent",1
"58",1,34,1,0,1,0,1,1,0,1,0,"Democrat",1
"59",1,28,1,0,1,0,1,0,0,0,1,"Independent",0
"60",1,85,0,0,1,0,1,0,0,0,1,"Independent",0
"62",0,53,0,0,1,1,0,0,0,1,0,"Democrat",1
"63",1,80,0,0,1,0,1,0,1,0,0,"Republican",0
"64",1,47,1,0,1,1,1,1,0,0,1,"Independent",1
"65",1,32,1,0,1,1,0,0,0,1,0,"Democrat",1
"67",1,52,0,0,1,0,1,1,0,0,1,"Independent",0
"68",1,67,1,0,1,0,1,0,1,0,0,"Republican",0
"69",1,68,0,0,1,0,1,0,0,1,0,"Democrat",1
"71",1,40,1,0,0,0,0,0,0,0,1,"Independent",0
"72",1,46,0,0,1,0,1,1,0,1,0,"Democrat",0
"73",1,79,0,0,1,0,1,0,0,1,0,"Democrat",1
"74",1,63,0,0,1,0,1,1,1,0,0,"Republican",0
"75",1,74,0,0,1,1,1,0,1,0,0,"Republican",0
"77",1,61,0,1,0,1,0,1,0,1,0,"Democrat",0
"78",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"79",1,39,1,0,1,0,1,1,0,0,1,"Independent",1
"80",1,55,0,0,1,1,1,1,0,0,1,"Independent",1
"81",1,40,1,0,1,0,0,1,0,1,0,"Democrat",1
"82",1,50,0,0,1,1,1,1,0,0,1,"Independent",1
"83",1,50,1,0,0,1,0,0,0,1,0,"Democrat",1
"84",1,59,1,0,1,0,0,0,1,0,0,"Republican",0
"85",1,64,0,0,1,0,1,0,0,1,0,"Democrat",1
"86",1,56,1,0,1,0,1,0,0,1,0,"Democrat",1
"87",1,71,0,0,1,0,1,0,0,1,0,"Democrat",1
"88",1,50,0,0,1,0,1,1,1,0,0,"Republican",0
"89",1,89,0,0,1,0,1,0,1,0,0,"Republican",0
"90",1,72,1,0,1,0,0,0,0,0,1,"Independent",0
"91",1,67,0,0,1,1,1,0,0,1,0,"Democrat",1
"92",1,27,1,0,1,1,0,1,0,1,0,"Democrat",0
"93",1,48,0,0,1,0,1,1,0,1,0,"Democrat",0
"94",1,72,0,0,1,0,1,0,0,1,0,"Democrat",1
"95",1,70,1,0,1,0,0,0,1,0,0,"Republican",0
"96",1,35,1,0,1,0,1,0,0,1,0,"Democrat",1
"97",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"98",0,31,0,0,0,0,0,0,1,0,0,"Republican",0
"99",1,53,1,0,1,0,1,1,0,1,0,"Democrat",1
"100",1,73,1,0,0,0,1,0,0,1,0,"Democrat",1
"101",1,37,0,0,1,0,1,1,0,1,0,"Democrat",0
"102",1,67,1,0,1,0,1,1,1,0,0,"Republican",1
"104",1,76,0,0,1,0,1,0,1,0,0,"Republican",0
"105",1,78,0,0,1,0,1,0,1,0,0,"Republican",0
"106",1,41,1,0,1,0,0,1,0,0,1,"Independent",1
"107",1,27,1,1,0,1,0,0,0,1,0,"Democrat",1
"108",1,38,1,0,1,1,1,0,0,0,1,"Independent",0
"109",1,72,0,0,1,0,1,0,0,0,1,"Independent",1
"110",1,44,0,0,1,0,1,1,1,0,0,"Republican",0
"111",1,69,0,0,1,0,0,0,0,1,0,"Democrat",1
"113",1,58,1,0,1,0,1,1,1,0,0,"Republican",0
"115",1,70,0,0,1,0,1,0,0,1,0,"Democrat",1
"116",0,26,1,0,1,0,0,1,0,0,1,"Independent",0
"117",1,75,0,0,0,1,1,0,0,0,1,"Independent",1
"118",1,73,1,0,1,0,1,1,0,1,0,"Democrat",1
"119",1,60,1,0,1,0,0,0,0,1,0,"Democrat",1
"121",1,84,0,0,1,0,0,0,0,1,0,"Democrat",NA
"122",1,20,0,0,1,0,0,1,1,0,0,"Republican",0
"124",1,32,0,0,1,0,1,1,0,0,1,"Independent",1
"125",1,70,1,0,1,0,1,0,1,0,0,"Republican",0
"126",1,72,0,0,1,0,1,0,1,0,0,"Republican",0
"127",1,78,1,0,1,0,1,0,1,0,0,"Republican",0
"128",1,72,0,0,1,0,1,0,1,0,0,"Republican",0
"129",1,36,1,0,1,1,0,1,0,1,0,"Democrat",1
"130",1,70,1,0,1,0,1,0,0,0,1,"Independent",0
"131",1,67,1,0,1,0,0,0,0,0,1,"Independent",0
"132",1,65,0,0,1,0,1,0,1,0,0,"Republican",0
"133",1,62,0,0,1,0,1,1,0,0,1,"Independent",0
"134",1,69,1,0,1,0,1,0,0,0,1,"Independent",0
"135",1,65,0,0,1,0,1,0,0,0,1,"Independent",1
"136",0,39,0,0,1,1,0,0,0,1,0,"Democrat",1
"137",1,92,0,0,1,0,0,0,1,0,0,"Republican",0
"138",1,76,0,0,1,0,1,0,0,1,0,"Democrat",1
"139",1,72,1,0,1,0,0,1,0,1,0,"Democrat",1
"140",1,50,1,0,1,0,0,0,0,1,0,"Democrat",1
"141",1,49,0,0,1,0,0,1,1,0,0,"Republican",1
"142",1,38,1,0,1,0,1,1,0,0,1,"Independent",0
"143",1,58,0,0,1,0,1,0,0,1,0,"Democrat",1
"144",1,67,0,0,0,0,0,0,0,1,0,"Democrat",1
"145",1,49,0,0,1,0,0,1,0,0,1,"Independent",1
"146",1,57,0,0,1,0,0,1,0,1,0,"Democrat",1
"147",1,61,1,0,1,0,0,0,1,0,0,"Republican",0
"149",1,88,0,0,1,0,0,0,1,0,0,"Republican",0
"150",1,56,0,0,1,0,0,1,1,0,0,"Republican",0
"151",1,32,1,0,1,1,0,1,0,0,1,"Independent",1
"152",1,53,0,0,1,0,1,1,1,0,0,"Republican",0
"153",1,60,1,0,1,0,0,0,0,1,0,"Democrat",0
"154",1,51,0,0,1,0,1,1,0,0,1,"Independent",0
"155",1,74,0,0,1,0,1,0,0,1,0,"Democrat",1
"156",1,49,0,0,1,1,1,0,0,0,1,"Independent",0
"157",0,53,0,0,1,0,1,1,0,0,1,"Independent",0
"158",1,55,0,0,1,0,1,0,1,0,0,"Republican",0
"159",1,68,0,0,1,0,0,1,0,1,0,"Democrat",1
"160",1,72,0,0,1,0,1,1,0,1,0,"Democrat",1
"161",1,63,1,0,1,1,0,0,0,0,1,"Independent",0
"162",1,30,1,0,1,0,0,0,0,1,0,"Democrat",1
"164",1,49,1,0,1,1,1,0,0,1,0,"Democrat",NA
"165",1,47,0,0,0,0,0,0,1,0,0,"Republican",0
"166",1,77,1,0,1,0,0,0,0,1,0,"Democrat",1
"167",1,23,1,0,0,1,1,1,0,1,0,"Democrat",1
"168",1,73,0,0,1,0,0,0,0,0,1,"Independent",1
"169",1,68,1,0,1,0,1,0,0,1,0,"Democrat",1
"170",1,71,1,0,0,0,1,0,1,0,0,"Republican",0
"171",1,29,1,0,1,1,1,1,0,1,0,"Democrat",1
"172",1,75,1,0,1,0,0,1,1,0,0,"Republican",0
"173",1,34,1,0,1,0,1,1,0,0,1,"Independent",0
"174",1,51,1,0,0,0,0,0,1,0,0,"Republican",0
"175",1,40,0,0,1,0,1,1,0,1,0,"Democrat",1
"176",1,67,1,0,1,0,0,1,0,1,0,"Democrat",1
"178",1,36,1,0,1,0,0,1,0,0,1,"Independent",1
"179",1,37,1,0,1,0,0,1,1,0,0,"Republican",1
"180",1,51,1,0,1,0,0,1,0,1,0,"Democrat",1
"181",1,69,1,0,1,0,1,1,0,1,0,"Democrat",1
"182",1,46,0,0,1,0,1,1,0,1,0,"Democrat",1
"183",1,54,0,0,1,0,1,0,1,0,0,"Republican",0
"184",1,60,1,0,1,0,0,1,0,1,0,"Democrat",1
"185",1,48,1,0,1,0,1,1,0,0,1,"Independent",1
"186",1,29,0,0,1,1,0,1,0,1,0,"Democrat",1
"187",1,62,0,0,0,0,1,1,0,1,0,"Democrat",0
"188",1,67,1,0,1,0,0,0,1,0,0,"Republican",0
"189",1,46,1,0,1,0,1,1,0,1,0,"Democrat",1
"190",1,36,1,0,1,0,1,1,0,0,1,"Independent",1
"191",1,27,0,0,1,0,0,1,0,0,1,"Independent",0
"192",1,59,1,0,1,0,0,1,1,0,0,"Republican",0
"193",1,44,1,0,1,0,1,1,0,0,1,"Independent",1
"194",1,64,0,0,1,0,0,0,1,0,0,"Republican",0
"195",1,57,0,0,1,0,1,1,0,0,1,"Independent",0
"196",0,34,1,0,1,0,1,1,1,0,0,"Republican",0
"197",1,67,1,0,1,1,0,0,0,1,0,"Democrat",1
"198",1,48,0,0,1,0,1,1,0,0,1,"Independent",1
"199",1,72,0,0,1,0,1,0,0,1,0,"Democrat",1
"200",1,22,1,0,1,0,0,0,0,1,0,"Democrat",1
"201",1,63,0,0,1,0,1,0,1,0,0,"Republican",0
"202",1,61,1,0,1,0,0,0,0,1,0,"Democrat",1
"203",1,51,1,0,1,0,1,0,0,1,0,"Democrat",1
"204",1,43,1,0,1,0,0,1,0,0,1,"Independent",1
"205",1,23,1,0,1,0,0,1,0,1,0,"Democrat",1
"206",0,57,1,1,0,0,0,0,0,0,1,"Independent",0
"207",1,36,1,0,1,0,1,1,0,1,0,"Democrat",1
"208",1,33,0,0,1,0,0,1,1,0,0,"Republican",0
"209",1,33,0,0,1,0,0,1,1,0,0,"Republican",0
"210",1,40,1,0,1,1,1,1,0,0,1,"Independent",0
"211",1,58,0,0,1,0,0,1,0,0,1,"Independent",0
"212",1,41,1,0,1,1,0,1,0,1,0,"Democrat",1
"213",1,53,0,0,1,1,1,NA,1,0,0,"Republican",0
"214",1,70,0,0,1,0,0,0,0,0,1,"Independent",0
"215",1,45,1,0,1,0,0,0,0,1,0,"Democrat",1
"216",1,51,0,0,1,0,1,1,0,1,0,"Democrat",0
"217",1,64,1,0,0,0,1,0,0,1,0,"Democrat",1
"218",1,52,1,0,1,0,0,0,1,0,0,"Republican",0
"219",1,23,1,0,1,0,0,1,1,0,0,"Republican",0
"220",1,56,0,0,1,1,0,1,0,1,0,"Democrat",0
"221",1,23,0,0,1,0,0,1,1,0,0,"Republican",0
"222",1,83,1,0,1,0,0,1,0,1,0,"Democrat",1
"223",1,64,1,0,1,0,1,0,0,1,0,"Democrat",1
"224",1,59,0,0,1,0,1,0,1,0,0,"Republican",0
"225",1,65,1,0,1,0,0,1,0,1,0,"Democrat",1
"226",1,67,1,0,1,1,1,0,0,1,0,"Democrat",1
"227",1,34,1,0,1,0,1,1,0,0,1,"Independent",0
"228",1,58,0,0,1,0,0,0,0,0,1,"Independent",1
"229",1,32,0,0,1,0,1,1,0,1,0,"Democrat",1
"230",1,30,1,0,1,0,0,1,0,1,0,"Democrat",1
"231",1,64,1,0,1,0,0,1,0,1,0,"Democrat",1
"232",0,72,1,0,1,0,0,0,1,0,0,"Republican",0
"233",0,43,0,0,1,0,0,1,0,0,1,"Independent",0
"234",1,83,1,0,1,0,1,0,0,1,0,"Democrat",1
"235",1,50,0,0,0,0,1,1,0,1,0,"Democrat",1
"236",1,61,0,0,1,0,0,0,1,0,0,"Republican",0
"237",1,59,1,0,1,0,1,0,0,1,0,"Democrat",1
"238",1,63,0,0,1,0,1,0,1,0,0,"Republican",0
"239",1,44,0,0,1,0,0,1,0,1,0,"Democrat",1
"240",1,41,0,0,1,0,0,1,1,0,0,"Republican",0
"241",1,59,0,0,0,0,0,1,0,0,1,"Independent",1
"242",1,29,0,0,1,0,0,1,0,1,0,"Democrat",1
"243",1,48,0,0,1,0,1,1,0,1,0,"Democrat",1
"244",1,62,0,0,1,0,1,1,1,0,0,"Republican",0
"245",1,21,0,0,1,0,1,1,1,0,0,"Republican",1
"246",1,58,0,0,1,0,0,1,1,0,0,"Republican",0
"248",1,53,1,0,0,0,1,1,0,1,0,"Democrat",1
"249",1,24,0,0,1,0,0,1,1,0,0,"Republican",1
"250",1,48,0,0,1,0,0,1,0,0,1,"Independent",0
"251",1,58,1,0,1,0,1,1,1,0,0,"Republican",0
"252",1,35,1,0,1,0,1,0,0,1,0,"Democrat",1
"253",1,53,0,0,1,0,0,0,0,0,1,"Independent",1
"254",1,65,0,0,1,1,0,0,0,0,1,"Independent",0
"255",1,27,1,0,1,0,1,1,1,0,0,"Republican",0
"256",1,40,0,0,1,1,0,1,0,0,1,"Independent",1
"257",1,42,1,0,1,0,1,0,0,1,0,"Democrat",1
"258",1,65,0,0,1,0,1,0,1,0,0,"Republican",0
"259",1,69,1,0,1,0,1,1,0,0,1,"Independent",0
"260",1,58,1,0,0,0,1,1,1,0,0,"Republican",0
"261",1,30,1,0,0,0,1,0,1,0,0,"Republican",0
"262",1,64,0,0,1,0,1,1,0,1,0,"Democrat",0
"263",1,43,0,0,1,0,0,1,0,1,0,"Democrat",1
"265",1,55,1,0,0,0,1,0,0,1,0,"Democrat",1
"267",1,41,1,0,1,0,0,1,0,1,0,"Democrat",1
"268",1,37,1,0,1,0,1,1,0,1,0,"Democrat",1
"269",1,71,1,0,1,0,0,0,0,0,1,"Independent",1
"270",1,64,0,0,0,0,1,0,0,0,1,"Independent",0
"271",1,42,0,0,1,1,1,1,0,0,1,"Independent",1
"272",0,19,0,0,0,1,0,0,0,0,1,"Independent",1
"273",1,48,1,0,1,0,0,1,1,0,0,"Republican",0
"274",1,49,1,0,1,0,1,0,0,1,0,"Democrat",1
"275",1,75,1,0,1,0,0,0,0,0,1,"Independent",0
"276",1,39,1,0,1,0,0,1,0,1,0,"Democrat",1
"278",1,32,1,0,1,0,1,1,1,0,0,"Republican",1
"279",1,30,0,0,1,1,0,1,0,0,1,"Independent",0
"280",1,29,0,0,1,1,0,1,0,1,0,"Democrat",1
"281",1,67,0,0,1,0,0,0,0,1,0,"Democrat",1
"282",1,29,0,0,1,0,0,1,0,1,0,"Democrat",1
"283",1,38,1,0,1,0,1,1,0,1,0,"Democrat",1
"285",1,48,0,0,1,0,1,1,1,0,0,"Republican",0
"286",1,68,1,0,1,0,0,0,0,0,1,"Independent",1
"287",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"288",1,59,1,0,1,0,1,0,0,0,1,"Independent",1
"289",1,57,0,0,1,0,0,0,0,0,1,"Independent",0
"290",1,53,1,0,1,0,0,0,0,1,0,"Democrat",1
"291",1,73,0,0,1,0,1,0,0,1,0,"Democrat",0
"292",1,51,0,0,1,0,1,1,1,0,0,"Republican",0
"293",1,28,1,0,1,0,0,1,0,1,0,"Democrat",1
"294",1,34,0,0,1,1,0,1,0,0,1,"Independent",1
"296",1,33,1,0,1,1,0,1,0,1,0,"Democrat",1
"297",1,71,1,0,1,1,1,0,0,1,0,"Democrat",1
"298",1,48,1,0,1,0,1,1,1,0,0,"Republican",0
"299",1,50,1,0,1,0,1,1,0,1,0,"Democrat",1
"300",1,43,1,0,1,1,0,1,0,1,0,"Democrat",1
"301",1,32,1,0,1,0,1,1,0,1,0,"Democrat",1
"302",1,41,1,0,1,0,0,1,0,0,1,"Independent",0
"303",1,46,1,0,1,0,0,1,1,0,0,"Republican",0
"304",1,58,0,0,1,0,0,0,0,1,0,"Democrat",1
"305",1,60,0,0,1,0,0,1,0,1,0,"Democrat",1
"306",1,51,0,0,1,0,1,1,1,0,0,"Republican",0
"307",1,65,0,0,0,0,1,1,1,0,0,"Republican",0
"308",1,44,0,0,1,0,1,1,0,0,1,"Independent",0
"309",1,34,0,0,1,1,1,1,0,0,1,"Independent",0
"310",1,67,1,0,1,1,1,1,0,1,0,"Democrat",1
"311",1,42,1,0,1,0,0,1,0,1,0,"Democrat",0
"312",1,57,1,0,1,1,1,1,0,0,1,"Independent",0
"313",1,64,0,0,1,0,0,0,1,0,0,"Republican",0
"314",1,71,0,0,1,0,0,0,0,1,0,"Democrat",1
"315",0,64,1,0,1,1,0,0,0,1,0,"Democrat",1
"316",1,29,1,0,1,0,0,1,0,1,0,"Democrat",1
"317",1,72,0,0,1,1,1,1,1,0,0,"Republican",0
"318",1,49,0,0,1,0,0,1,1,0,0,"Republican",0
"319",1,53,0,0,1,0,1,1,0,0,1,"Independent",1
"320",1,38,1,0,1,0,0,0,0,1,0,"Democrat",1
"321",1,87,0,0,1,0,1,0,1,0,0,"Republican",0
"322",1,76,1,0,1,0,1,0,0,1,0,"Democrat",1
"323",1,71,0,0,1,0,0,0,1,0,0,"Republican",0
"324",1,52,0,0,1,0,1,1,0,1,0,"Democrat",1
"325",0,40,1,0,1,0,1,0,1,0,0,"Republican",0
"326",1,23,1,0,1,0,0,1,0,0,1,"Independent",0
"327",1,59,0,0,1,0,0,1,1,0,0,"Republican",0
"328",1,73,0,0,1,0,1,1,0,1,0,"Democrat",1
"329",0,20,1,0,0,1,0,0,0,1,0,"Democrat",1
"330",1,34,0,0,1,1,1,1,1,0,0,"Republican",1
"331",1,55,0,0,1,1,1,1,1,0,0,"Republican",0
"332",1,65,1,0,1,0,1,0,1,0,0,"Republican",0
"333",1,60,0,0,1,0,0,1,0,1,0,"Democrat",1
"335",1,64,0,0,1,0,1,0,0,0,1,"Independent",1
"336",1,49,1,0,1,0,1,1,1,0,0,"Republican",0
"337",1,58,1,0,1,1,1,0,0,1,0,"Democrat",1
"338",1,48,1,0,1,0,1,0,1,0,0,"Republican",0
"339",1,36,1,0,1,0,1,1,0,1,0,"Democrat",1
"340",1,56,0,0,0,0,0,1,1,0,0,"Republican",0
"341",1,67,0,0,1,0,0,0,0,1,0,"Democrat",1
"342",1,64,0,0,0,1,0,0,0,0,1,"Independent",0
"343",1,44,0,0,1,0,1,1,0,0,1,"Independent",0
"344",1,55,1,0,1,0,1,0,0,0,1,"Independent",1
"345",1,44,1,0,1,0,1,1,0,1,0,"Democrat",1
"346",1,39,1,0,1,0,1,0,0,0,1,"Independent",1
"347",1,54,1,0,1,0,0,1,1,0,0,"Republican",0
"348",1,56,1,0,1,0,1,0,0,1,0,"Democrat",0
"350",1,67,0,0,1,0,0,1,1,0,0,"Republican",1
"351",1,53,0,0,0,0,0,0,0,0,1,"Independent",0
"352",1,57,1,1,0,1,1,0,0,1,0,"Democrat",1
"353",1,53,1,0,1,0,1,1,0,1,0,"Democrat",1
"354",1,51,1,0,0,0,1,1,0,0,1,"Independent",1
"355",1,60,1,0,1,0,1,0,1,0,0,"Republican",0
"356",1,75,1,0,1,0,1,0,1,0,0,"Republican",0
"357",1,52,0,0,0,0,0,1,0,0,1,"Independent",0
"358",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"360",1,45,0,0,1,0,1,1,1,0,0,"Republican",0
"361",1,63,1,0,1,0,1,1,0,1,0,"Democrat",1
"362",1,32,1,0,0,0,1,0,1,0,0,"Republican",0
"363",1,60,1,0,1,0,0,0,0,0,1,"Independent",0
"364",1,84,1,0,1,0,0,0,0,1,0,"Democrat",1
"365",1,42,1,0,1,0,0,1,0,0,1,"Independent",1
"366",1,28,0,0,1,0,1,1,0,1,0,"Democrat",1
"367",1,72,0,0,1,0,1,0,0,1,0,"Democrat",1
"368",1,61,0,0,1,0,1,1,1,0,0,"Republican",0
"369",1,56,1,0,1,0,0,1,1,0,0,"Republican",0
"370",1,65,0,0,1,0,1,0,0,0,1,"Independent",0
"371",1,76,0,0,1,0,1,0,1,0,0,"Republican",0
"372",1,50,1,0,1,0,1,1,0,1,0,"Democrat",1
"373",0,32,1,0,1,1,1,1,0,1,0,"Democrat",0
"374",1,45,0,0,1,1,1,1,0,1,0,"Democrat",0
"375",1,65,1,0,1,0,1,0,0,1,0,"Democrat",1
"376",0,68,0,0,0,0,1,0,0,0,1,"Independent",0
"377",1,55,0,0,1,0,1,1,0,0,1,"Independent",0
"378",1,50,1,0,1,0,0,1,0,1,0,"Democrat",1
"379",1,51,1,0,1,0,1,1,0,1,0,"Democrat",1
"380",1,55,1,0,1,0,0,0,1,0,0,"Republican",1
"381",1,35,1,0,1,0,1,0,0,1,0,"Democrat",1
"382",1,53,1,0,1,0,0,1,0,0,1,"Independent",1
"383",1,61,1,0,1,0,0,0,0,1,0,"Democrat",1
"384",1,48,1,0,0,0,1,1,0,0,1,"Independent",0
"385",1,67,1,0,1,0,0,0,0,1,0,"Democrat",1
"386",1,60,0,0,1,0,0,0,0,0,1,"Independent",0
"387",1,62,1,0,1,1,1,0,0,1,0,"Democrat",1
"388",1,66,1,0,1,0,1,1,0,0,1,"Independent",0
"389",1,58,1,0,1,0,1,1,1,0,0,"Republican",0
"391",0,26,1,0,1,0,0,1,0,0,1,"Independent",1
"392",1,58,0,0,1,0,1,1,0,0,1,"Independent",1
"393",1,80,1,0,1,0,1,0,0,1,0,"Democrat",1
"394",1,61,1,0,1,1,0,1,0,1,0,"Democrat",1
"395",1,49,0,0,0,1,1,1,0,1,0,"Democrat",1
"396",0,30,1,1,0,1,0,0,0,1,0,"Democrat",0
"398",1,63,0,0,1,0,1,0,1,0,0,"Republican",0
"399",1,51,1,0,1,0,1,1,1,0,0,"Republican",1
"400",1,61,0,0,1,0,1,1,1,0,0,"Republican",0
"401",1,33,1,0,1,0,1,1,0,1,0,"Democrat",1
"402",1,78,0,0,1,0,0,0,0,1,0,"Democrat",1
"403",1,65,1,0,1,0,0,1,0,1,0,"Democrat",1
"404",1,51,1,0,1,1,0,1,0,1,0,"Democrat",1
"405",1,61,1,0,1,0,1,0,0,1,0,"Democrat",1
"407",1,30,1,0,1,0,1,1,0,0,1,"Independent",1
"408",1,52,1,1,0,0,0,0,0,1,0,"Democrat",1
"409",0,39,0,0,1,0,0,1,0,0,1,"Independent",0
"410",1,70,1,0,1,0,1,1,0,1,0,"Democrat",1
"411",1,53,1,0,1,0,0,1,1,0,0,"Republican",0
"412",1,61,1,0,1,0,0,0,0,1,0,"Democrat",1
"413",1,58,1,0,1,0,0,1,0,1,0,"Democrat",1
"415",1,48,0,0,1,0,0,1,0,0,1,"Independent",0
"416",1,73,1,0,1,0,1,0,0,1,0,"Democrat",1
"418",1,56,1,0,1,0,0,0,0,1,0,"Democrat",1
"419",1,61,1,0,1,0,1,1,0,0,1,"Independent",0
"420",1,52,0,0,0,0,1,1,1,0,0,"Republican",0
"421",1,49,1,0,1,0,1,1,0,1,0,"Democrat",1
"422",1,75,1,0,1,0,0,0,0,1,0,"Democrat",1
"424",1,56,0,0,0,0,0,1,0,1,0,"Democrat",1
"425",1,55,1,0,1,0,1,1,1,0,0,"Republican",0
"426",1,39,1,0,1,0,1,0,1,0,0,"Republican",0
"427",1,83,0,0,0,0,1,0,0,1,0,"Democrat",0
"428",1,36,1,0,1,0,0,1,0,0,1,"Independent",1
"429",1,41,1,0,1,0,1,0,0,1,0,"Democrat",1
"430",1,45,0,0,1,0,1,0,0,0,1,"Independent",0
"431",1,32,0,1,0,1,0,1,0,0,1,"Independent",0
"432",1,65,0,0,1,0,1,0,0,1,0,"Democrat",1
"433",1,82,1,0,1,0,0,0,0,1,0,"Democrat",1
"434",1,68,0,0,1,0,1,1,1,0,0,"Republican",0
"435",1,56,1,0,1,0,0,1,0,1,0,"Democrat",1
"436",1,44,1,0,1,0,0,0,0,0,1,"Independent",1
"437",1,38,0,0,1,0,1,1,0,1,0,"Democrat",1
"438",1,33,1,0,1,0,0,1,0,1,0,"Democrat",1
"439",1,29,0,0,1,0,0,0,0,1,0,"Democrat",1
"440",1,62,1,0,1,0,1,0,0,0,1,"Independent",1
"441",1,60,1,0,1,1,1,1,0,0,1,"Independent",0
"443",1,33,1,0,1,0,1,1,0,1,0,"Democrat",1
"444",1,64,1,0,1,0,1,1,1,0,0,"Republican",0
"445",1,56,1,0,1,0,0,1,0,1,0,"Democrat",1
"446",1,60,0,0,1,0,0,1,0,1,0,"Democrat",0
"447",1,56,0,0,1,0,0,1,0,1,0,"Democrat",1
"448",1,37,1,0,1,0,1,1,0,1,0,"Democrat",1
"449",1,80,0,0,1,0,1,1,1,0,0,"Republican",0
"450",1,32,0,0,1,0,0,1,0,1,0,"Democrat",0
"451",1,68,1,0,1,0,0,1,0,1,0,"Democrat",1
"452",1,53,0,0,1,1,0,1,0,1,0,"Democrat",1
"453",1,46,0,0,1,0,0,1,1,0,0,"Republican",0
"454",1,38,0,0,1,1,0,1,0,0,1,"Independent",0
"455",1,58,1,0,1,0,1,1,1,0,0,"Republican",0
"456",1,73,0,0,1,0,1,1,0,1,0,"Democrat",1
"458",1,56,1,0,1,0,1,1,0,0,1,"Independent",1
"459",1,33,0,0,1,0,1,1,1,0,0,"Republican",0
